Aktivitätstyp,Datum,Favorit,Titel,Distanz,Kalorien,Zeit,Ø Herzfrequenz,Maximale Herzfrequenz,Ø Schrittfrequenz (Laufen),Max. Schrittfrequenz (Laufen),Ø Pace,Beste Pace,Anstieg gesamt,Abstieg gesamt,Ø Schrittlänge,Training Stress Score®,Schritte,Dekompression,Beste Rundenzeit,Anzahl der Runden,Zeit in Bewegung,Verstrichene Zeit,Minimale Höhe,Maximale Höhe
Laufbandtraining,2021-05-05 12:36:56,false,"Einstufungslauf","3,02","161","00:20:38","148","165","153","163","6:51","6:21","--","--","0,95","0,0","3.170","Nein","00:02:00","5","00:20:01","00:20:41","--","--"
Laufen,2021-04-29 17:28:17,false,"Pliening - Gleichmäßiger Lauf","5,46","336","00:34:39","179","191","168","176","6:21","5:46","10","8","0,94","0,0","5.842","Nein","00:02:00","7","00:34:30","00:34:39","493","504"
Laufen,2021-04-28 11:33:01,false,"Pliening - Tempolauf","3,22","179","00:19:14","171","204","167","188","5:59","4:58","2","2","1,00","0,0","3.270","Nein","00:03:24,1","4","00:18:54","00:19:14","491","494"
Laufen,2021-04-27 18:20:29,false,"Pliening - Laufen","3,10","194","00:19:44","178","199","164","176","6:22","5:35","4","2","0,96","0,0","3.284","Nein","00:00:29,6","6","00:19:21","00:22:21","490","497"
Laufen,2021-04-24 11:58:46,false,"Pliening - Locker laufen","10,22","720","01:09:18","188","205","159","226","6:47","5:26","11","12","0,93","0,0","11.268","Nein","00:01:22,3","13","01:09:03","01:10:51","481","494"
Laufen,2021-04-21 12:39:35,false,"Pliening - Einstufungslauf","4,02","253","00:26:02","178","197","170","180","6:29","5:50","4","4","0,91","0,0","4.418","Nein","00:02:00","6","00:25:52","00:26:05","503","510"
Laufbandtraining,2021-04-18 18:28:15,false,"Laufbandtraining","4,04","253","00:30:24","153","173","149","165","7:31","6:34","--","--","0,89","0,0","4.538","Nein","00:00:50,0","5","00:28:25","00:30:24","--","--"
Laufbandtraining,2021-04-15 18:12:18,false,"Laufbandtraining","0,73","46","00:05:28,7","150","163","149","162","7:28","6:43","--","--","0,90","0,0","818","Nein","00:05:28,7","1","00:05:13","00:05:28,7","--","--"
Laufbandtraining,2021-04-14 12:53:20,false,"Einstufungslauf","1,41","67","00:10:28","131","145","151","172","7:24","6:34","--","--","0,89","0,0","1.608","Nein","00:01:27,6","4","00:09:56","00:11:15","--","--"
Laufen,2021-04-09 12:11:51,false,"Pliening Laufen","4,02","258","00:26:55","175","201","163","235","6:42","5:30","2","--","0,91","0,0","4.504","Nein","00:00:06,9","5","00:26:31","00:37:36","491","495"
Laufbandtraining,2021-04-07 10:53:58,false,"Laufbandtraining","2,14","130","00:15:11","155","173","158","167","7:05","6:34","--","--","0,89","0,0","2.396","Nein","00:01:01,9","3","00:14:52","00:15:11","--","--"
Laufen,2021-03-30 17:19:54,false,"Pliening Laufen","4,72","313","00:33:53","172","191","152","203","7:11","5:49","4","4","0,92","0,0","5.272","Nein","00:04:59,0","5","00:31:34","00:35:05","500","507"
Laufen,2021-03-28 18:00:50,false,"Pliening Laufen","3,82","242","00:23:40","180","198","167","178","6:12","5:28","4","4","0,96","0,0","3.984","Nein","00:04:46,8","4","00:23:27","00:23:58","489","495"
Laufbandtraining,2021-03-27 16:32:46,false,"Laufbandtraining","1,43","83","00:10:07","147","173","158","165","7:06","6:30","--","--","0,89","0,0","1.598","Nein","00:02:52,7","2","00:10:03","00:10:07","--","--"
Laufen,2021-03-25 16:58:15,false,"Pliening Laufen","3,44","202","00:23:54","161","188","160","178","6:57","4:31","2","2","0,90","0,0","3.942","Nein","00:02:41,2","4","00:23:36","00:29:13","490","496"
Laufbandtraining,2021-03-22 18:30:52,false,"Laufbandtraining","1,47","101","00:10:39","167","188","163","178","7:16","6:17","--","--","0,84","0,0","1.758","Nein","00:03:04,6","2","00:10:38","00:10:39","--","--"
Laufbandtraining,2021-03-17 18:34:38,false,"Laufbandtraining","2,85","183","00:20:10","162","185","163","176","7:05","6:12","--","--","0,87","0,0","3.292","Nein","00:05:43,1","3","00:19:59","00:20:10","--","--"
Laufbandtraining,2021-03-14 18:25:25,false,"Laufbandtraining","2,36","157","00:20:52","143","156","148","163","8:51","7:04","--","--","0,77","0,0","3.110","Nein","00:03:11,7","3","00:19:36","00:21:59","--","--"
Laufbandtraining,2021-03-05 18:30:14,false,"Laufbandtraining","0,99","62","00:07:08,3","155","167","162","169","7:14","6:35","--","--","0,85","0,0","1.160","Nein","00:07:08,3","1","00:07:08,3","00:07:08,3","--","--"
Laufbandtraining,2021-03-04 16:48:46,false,"Laufbandtraining","1,43","86","00:10:06","156","177","165","178","7:03","6:20","--","--","0,86","0,0","1.674","Nein","00:03:03,9","2","00:10:05","00:10:06","--","--"
Laufbandtraining,2021-02-28 17:51:04,false,"Laufbandtraining","1,38","80","00:11:06","138","154","157","162","8:01","6:52","--","--","0,80","0,0","1.754","Nein","00:02:56,9","2","00:11:04","00:11:06","--","--"
Laufbandtraining,2021-02-27 17:17:38,false,"Laufbandtraining","1,31","94","00:10:16","165","186","156","171","7:51","6:31","--","--","0,82","0,0","1.610","Nein","00:02:29,3","2","00:09:46","00:10:16","--","--"
Laufbandtraining,2021-02-25 17:36:31,false,"Laufbandtraining","1,41","99","00:11:13","160","181","157","176","7:58","6:16","--","--","0,80","0,0","1.770","Nein","00:02:57,0","2","00:11:01","00:11:13","--","--"
Laufbandtraining,2021-02-23 17:30:00,false,"Laufbandtraining","1,56","96","00:11:06","158","187","163","186","7:07","5:23","--","--","0,86","0,0","1.830","Nein","00:03:49,8","2","00:10:57","00:12:07","--","--"
Laufbandtraining,2021-02-21 18:13:28,false,"Laufbandtraining","1,82","118","00:13:08","162","182","160","171","7:14","6:33","--","--","0,86","0,0","2.126","Nein","00:05:42,1","2","00:13:02","00:13:08","--","--"
Laufbandtraining,2021-02-17 13:06:04,false,"Laufbandtraining","1,09","68","00:08:04,1","151","168","160","170","7:25","6:38","--","--","0,84","0,0","1.300","Nein","00:00:38,4","2","00:08:00,4","00:08:04,1","--","--"
Laufbandtraining,2021-02-16 19:08:45,false,"Laufbandtraining","1,98","113","00:15:07","142","163","159","174","7:37","6:26","--","--","0,82","0,0","2.434","Nein","00:06:34,7","2","00:14:54","00:17:17","--","--"
Laufbandtraining,2021-02-15 17:03:36,false,"Laufbandtraining","1,21","79","00:12:27","131","160","125","172","10:17","6:33","--","--","0,77","0,0","1.616","Nein","00:04:24,1","2","00:09:46","00:12:57","--","--"
Laufbandtraining,2021-02-14 18:27:10,false,"Laufbandtraining","1,73","113","00:12:09","167","192","165","180","7:01","5:11","--","--","0,86","0,0","2.042","Nein","00:04:43,8","2","00:11:47","00:12:09","--","--"
Laufbandtraining,2021-02-13 18:17:50,false,"Laufbandtraining","1,67","106","00:13:05","149","166","154","163","7:51","6:51","--","--","0,83","0,0","2.030","Nein","00:04:58,8","2","00:13:03","00:13:05","--","--"
Laufbandtraining,2021-02-12 17:31:30,false,"Laufbandtraining","1,48","94","00:12:06","144","170","152","163","8:12","6:49","--","--","0,80","0,0","1.844","Nein","00:03:38,9","2","00:11:55","00:12:06","--","--"
Laufbandtraining,2021-02-09 17:31:38,false,"Laufbandtraining","1,21","85","00:10:11","149","160","150","159","8:25","7:05","--","--","0,79","0,0","1.544","Nein","00:01:40,7","2","00:10:00","00:10:11","--","--"
Laufbandtraining,2021-02-07 17:22:19,false,"Laufbandtraining","0,95","83","00:10:02","150","162","123","163","10:33","7:14","--","--","0,77","0,0","1.336","Nein","00:10:02","1","00:08:11","00:10:02","--","--"
Laufbandtraining,2021-02-05 17:59:58,false,"Laufbandtraining","1,29","89","00:10:08","156","167","152","159","7:52","7:02","--","--","0,84","0,0","1.552","Nein","00:02:13,9","2","00:09:59,9","00:10:08","--","--"
Laufbandtraining,2021-02-02 17:35:33,false,"Laufbandtraining","1,19","79","00:10:11","143","161","150","159","8:32","7:07","--","--","0,78","0,0","1.546","Nein","00:01:37,5","2","00:09:56","00:10:11","--","--"
Laufbandtraining,2021-01-31 18:18:37,false,"Laufbandtraining","1,22","78","00:10:13","142","162","152","163","8:24","6:49","--","--","0,78","0,0","1.588","Nein","00:01:51,1","2","00:09:57","00:10:13","--","--"
Laufbandtraining,2021-01-28 17:00:31,false,"Laufbandtraining","1,20","75","00:10:06","140","154","151","159","8:25","7:02","--","--","0,79","0,0","1.536","Nein","00:01:32,3","2","00:09:34,3","00:10:06","--","--"
Laufbandtraining,2021-01-26 18:01:45,false,"Laufbandtraining","1,26","84","00:10:20","149","167","152","163","8:13","6:51","--","--","0,80","0,0","1.594","Nein","00:02:02,6","2","00:10:04","00:11:29","--","--"
Laufbandtraining,2021-01-24 15:18:23,false,"Laufbandtraining","1,13","51","00:10:13","124","160","154","161","9:01","7:09","--","--","0,72","0,0","1.592","Nein","00:01:06,0","2","00:10:06","00:10:13","--","--"
Laufbandtraining,2021-01-18 16:16:40,false,"Laufbandtraining","1,19","92","00:12:43","138","163","129","162","10:44","7:19","--","--","0,72","0,0","1.662","Nein","00:02:14,8","2","00:10:52","00:13:29","--","--"
Laufbandtraining,2021-01-13 18:15:10,false,"Laufbandtraining","1,13","84","00:10:29","145","155","149","165","9:19","7:02","--","--","0,72","0,0","1.598","Nein","00:01:25,7","2","00:09:37","00:11:08","--","--"
Laufbandtraining,2021-01-11 16:21:25,false,"Laufbandtraining","1,16","106","00:10:29","128","152","90","163","9:04","7:21","--","--","0,64","0,0","1.778","Nein","00:08:54,9","2","00:00:00","00:18:29","--","--"
Laufbandtraining,2021-01-09 17:09:54,false,"Laufbandtraining","0,58","37","00:05:09,8","136","148","156","163","8:52","7:02","--","--","0,72","0,0","818","Nein","00:05:09,8","1","00:05:02","00:05:09,8","--","--"
Laufbandtraining,2020-12-06 15:30:38,false,"Laufbandtraining","0,46","48","00:08:36,6","122","150","76","165","18:53","8:05","--","--","0,70","0,0","712","Nein","00:08:36,6","1","00:04:29","00:09:43,1","--","--"
Laufen,2020-12-02 13:58:16,false,"Pliening Laufen","0,16","9","00:02:25,8","107","111","74","184","15:03","10:54","--","12","0,90","0,0","212","Nein","00:02:25,8","1","00:02:15","00:02:25,8","501","513"
Laufen,2020-12-02 13:08:13,false,"Erding Laufen","0,48","27","00:07:42,2","109","119","87","118","16:03","11:40","--","5","0,72","0,0","686","Nein","00:07:42,2","1","00:06:17","00:07:42,2","466","472"
Laufen,2020-12-02 12:59:02,false,"Erding Laufen","0,50","30","00:07:50,3","110","116","79","128","15:51","9:59","5","--","0,80","0,0","688","Nein","00:07:50,3","1","00:06:21","00:07:50,3","467","473"
Laufen,2020-12-02 12:51:19,false,"Erding Laufen","0,17","10","00:02:36,0","116","123","79","121","14:52","10:31","14","--","0,85","0,0","258","Nein","00:02:36,0","1","00:02:31","00:02:36,0","460","476"
Laufen,2020-12-02 12:47:02,false,"Erding Laufen","0,30","15","00:03:35,1","116","132","109","126","11:58","11:27","2","24","0,77","0,0","406","Nein","00:03:35,1","1","00:03:28","00:03:35,1","457","483"
Laufen,2020-12-02 11:55:30,false,"Erding Laufen","1,08","55","00:14:10","101","110","103","128","13:09","10:12","--","51","0,75","0,0","1.510","Nein","00:02:09,1","2","00:13:18","00:14:10","468","522"
Laufen,2020-12-02 08:04:10,false,"Erding Laufen","0,39","26","00:06:06,2","112","120","79","125","15:44","10:02","21","4","0,80","0,0","532","Nein","00:06:06,2","1","00:04:00","00:06:06,2","460","482"
Laufen,2020-11-30 08:05:16,false,"Erding Laufen","0,22","13","00:02:58,5","122","127","102","123","13:14","9:12","2","2","0,74","0,0","338","Nein","00:02:58,5","1","00:02:53","00:02:58,5","490","492"
Laufbandtraining,2020-11-29 16:49:34,false,"Laufbandtraining","0,92","88","00:13:54","132","158","94","163","15:07","7:17","--","--","0,71","0,0","1.334","Nein","00:13:54","1","00:08:23","00:15:23","--","--"
Laufbandtraining,2020-11-12 19:16:58,false,"Laufbandtraining","0,72","55","00:08:34,1","130","152","115","165","11:52","7:02","--","--","0,73","0,0","1.032","Nein","00:08:34,1","1","00:06:10","00:08:34,1","--","--"
Laufbandtraining,2020-11-07 16:27:01,false,"Einstufungslauf","0,72","48","00:09:00","119","140","125","163","12:30","7:05","--","--","0,58","0,0","1.218","Nein","00:02:00","3","00:06:51","00:09:00","--","--"
Laufen,2020-11-03 18:57:07,false,"Pliening Laufen","0,21","11","00:02:52,4","103","107","95","126","13:28","9:52","--","6","0,78","0,0","308","Nein","00:02:52,4","1","00:02:49","00:02:52,4","503","511"
Laufbandtraining,2020-10-18 17:37:12,false,"Laufbandtraining","0,60","39","00:06:22,2","124","152","130","162","10:40","7:48","--","--","0,72","0,0","852","Nein","00:06:22,2","1","00:05:10","00:06:22,2","--","--"
Laufbandtraining,2020-10-17 17:53:43,false,"Laufbandtraining","0,30","17","00:02:48,7","124","138","149","162","9:17","7:30","--","--","0,73","0,0","432","Nein","00:02:48,7","1","00:02:30","00:02:48,7","--","--"
Laufen,2020-10-15 08:46:31,false,"Erding Laufen","0,87","78","00:11:02","139","153","111","123","12:37","10:49","7","2","0,72","0,0","1.244","Nein","00:11:02","1","00:10:28","00:11:02","485","493"
Laufbandtraining,2020-10-10 12:16:18,false,"Laufbandtraining","1,97","159","00:27:49","128","146","101","160","14:07","7:23","--","--","0,71","0,0","3.156","Nein","00:12:35","2","00:17:40","00:27:49","--","--"
Laufbandtraining,2020-09-24 17:56:43,false,"Laufbandtraining","1,20","82","00:10:04","148","159","156","162","8:23","7:54","--","--","0,77","0,0","1.562","Nein","00:01:40,4","2","00:09:59","00:10:04","--","--"
Laufbandtraining,2020-09-17 19:51:40,false,"Laufbandtraining","0,45","44","00:05:57,8","139","151","110","162","13:08","8:01","--","--","0,69","0,0","702","Nein","00:05:57,8","1","00:04:04","00:05:57,8","--","--"
Laufbandtraining,2020-09-14 17:42:53,false,"Laufbandtraining","0,43","51","00:08:31,2","125","145","74","158","19:58","8:12","--","--","0,67","0,0","824","Nein","00:08:31,2","1","00:04:01","00:08:31,2","--","--"
Laufen,2020-08-10 07:36:05,false,"Bad Windsheim - Laufen","3,38","171","00:34:42","116","156","130","188","10:17","6:10","42","41","0,74","0,0","4.628","Nein","00:01:46,6","5","00:33:28","00:37:46","300","335"
Laufen,2020-08-08 07:53:48,false,"Frankfurt am Main - Locker laufen","6,53","379","00:41:59","166","191","164","190","6:26","5:27","83","28","0,94","0,0","7.014","Nein","00:00:57,8","9","00:40:13","00:45:13","89","161"
Laufen,2020-08-06 11:56:25,false,"Pliening - Locker laufen","7,22","414","00:47:29","160","185","167","183","6:35","6:00","6","6","0,91","0,0","7.996","Nein","00:01:38,4","10","00:46:57","00:49:43","482","491"
Laufen,2020-08-05 16:38:03,false,"Pliening - Tempoläufe","6,11","323","00:40:57","156","188","165","200","6:42","4:14","4","4","0,90","0,0","6.802","Nein","00:01:30","16","00:40:39","00:42:33","487","494"
Laufen,2020-08-04 17:07:36,false,"Pliening - Müder Lauf","6,84","369","00:48:50","150","169","160","175","7:08","6:24","4","6","0,87","0,0","7.878","Nein","00:02:00","9","00:48:24","00:51:15","485","493"
Laufen,2020-08-02 16:08:31,false,"Pliening - Laufen","13,62","795","01:30:13","165","183","166","176","6:37","6:10","13","11","0,90","0,0","15.018","Nein","00:00:34,2","17","01:29:43","01:34:08","485","495"
Laufen,2020-07-29 07:01:14,false,"Pliening - Laufen","0,00","--","00:04:31,2","104","104","--","--","--","--","--","--","--","0,0","--","Nein","00:03:57,0","1","--:--:--","00:04:31,2","--","--"
Laufbandtraining,2020-07-26 16:22:12,true,"Laufen","16,30","926","01:51:20","159","184","160","171","6:50","6:06","--","--","0,91","0,0","17.792","Nein","00:00:35,0","19","01:49:45","01:51:20","--","--"
Laufen,2020-07-25 10:10:43,false,"Pliening - Locker laufen","6,98","454","00:45:43","179","200","169","182","6:33","5:40","8","8","0,90","0,0","7.734","Nein","00:02:00","9","00:45:40","00:45:43","502","512"
Laufbandtraining,2020-07-23 17:15:19,false,"Locker laufen","6,67","397","00:47:53","155","191","159","178","7:10","4:43","--","--","0,88","0,0","7.710","Nein","00:02:00","9","00:45:32","00:47:53","--","--"
Laufen,2020-07-22 18:29:27,false,"Pliening - Zeitlauf","2,77","158","00:17:45","164","192","157","203","6:24","4:03","4","2","0,97","0,0","2.862","Nein","00:00:24,6","5","00:17:14","00:17:49","489","494"
Laufen,2020-07-20 07:50:06,false,"Pliening - Laufen","13,29","831","01:28:00","172","204","165","176","6:37","5:48","4","4","0,92","0,0","14.590","Nein","00:02:00","15","01:27:43","01:39:09","484","492"
Laufen,2020-07-18 17:04:50,false,"Pliening - Locker laufen","6,55","383","00:43:28","163","189","164","180","6:38","5:21","6","6","0,92","0,0","7.142","Nein","00:00:52,1","9","00:42:35","00:44:06","490","499"
Laufen,2020-07-17 11:46:39,false,"Pliening - Locker laufen","7,01","411","00:48:24","161","180","165","173","6:54","0:39","9","8","0,88","0,0","7.986","Nein","00:02:00","9","00:48:23","00:49:44","493","504"
Laufen,2020-07-15 16:50:36,false,"Pliening - Zeitlauf","3,32","194","00:20:26","170","205","165","219","6:09","4:25","2","4","0,98","0,0","3.446","Nein","00:00:52,4","5","00:20:19","00:21:46","499","505"
Laufen,2020-07-14 16:04:39,false,"Pliening - Müder Lauf","5,34","310","00:38:30","159","180","163","174","7:13","6:13","6","6","0,85","0,0","6.292","Nein","00:02:00","7","00:38:19","00:39:25","497","505"
Laufen,2020-07-12 16:05:41,false,"Pliening - Laufen","10,14","633","00:59:51","184","208","170","188","5:54","5:11","11","13","1,00","0,0","10.224","Nein","00:02:00","12","00:59:39","01:06:13","492","505"
Laufbandtraining,2020-07-11 08:26:22,false,"Locker laufen","5,11","301","00:33:59","160","193","158","178","6:39","5:05","--","--","0,94","0,0","5.394","Nein","00:02:00","7","00:32:12","00:33:59","--","--"
Laufbandtraining,2020-07-10 11:54:54,false,"Locker laufen","5,43","236","00:37:21","135","153","155","169","6:52","5:41","--","--","0,94","0,0","5.756","Nein","00:02:00","7","00:37:20","00:37:21","--","--"
Laufen,2020-07-08 11:24:42,false,"Pliening - Locker laufen","3,49","214","00:23:17","167","207","160","192","6:40","4:44","4","2","0,93","0,0","3.786","Nein","00:00:31,7","6","00:23:06","00:24:26","504","510"
Laufen,2020-07-05 08:43:03,false,"Pliening - Laufen","13,24","893","01:26:56","183","203","165","182","6:34","5:31","13","15","0,93","0,0","14.398","Nein","00:02:00","15","01:25:41","01:31:11","483","495"
Laufen,2020-07-04 18:17:50,false,"Pliening - Locker laufen","6,92","419","00:40:57","181","202","166","190","5:55","5:09","8","6","1,02","0,0","6.886","Nein","00:02:00","9","00:40:17","00:43:34","499","508"
Laufen,2020-07-02 16:47:08,false,"Pliening - Locker laufen","7,10","422","00:42:54","176","200","166","187","6:03","5:09","2","4","0,99","0,0","7.306","Nein","00:02:00","9","00:42:43","00:49:59","490","497"
Laufbandtraining,2020-07-01 18:04:25,false,"Locker laufen","5,11","299","00:33:16","161","204","157","196","6:30","3:57","--","--","0,97","0,0","5.312","Nein","00:02:00","7","00:31:19","00:33:16","--","--"
Laufen,2020-06-30 18:09:44,false,"Pliening - Müder Lauf","0,29","15","00:02:25,5","127","152","143","172","8:21","0:49","--","--","0,81","0,0","336","Nein","00:00:25,5","2","00:02:07","00:04:18,3","503","504"
Laufen,2020-06-28 16:49:00,false,"Pliening - Laufen","10,21","643","01:04:57","176","199","167","198","6:22","5:24","15","15","0,94","0,0","10.878","Nein","00:02:00","12","01:04:39","01:10:18","493","504"
Laufen,2020-06-27 08:29:53,false,"Pliening - Laufen","5,40","330","00:32:39","179","204","169","180","6:03","5:44","4","2","0,98","0,0","5.596","Nein","00:02:00","7","00:32:23","00:38:00","500","505"
Laufbandtraining,2020-06-25 19:44:12,false,"Locker laufen","4,67","240","00:28:48","152","176","163","169","6:10","5:45","--","--","1,00","0,0","4.676","Nein","00:01:18,6","7","00:28:42","00:30:59","--","--"
Laufen,2020-06-24 15:42:23,false,"Pliening - Laufen","4,47","247","00:27:21","166","193","163","186","6:07","4:37","4","2","1,01","0,0","4.600","Nein","00:00:06,7","7","00:26:39","00:32:33","498","506"
Laufen,2020-06-22 16:36:11,false,"Pliening - Laufen","10,28","632","01:06:45","170","201","168","186","6:29","5:11","15","13","0,92","0,0","11.280","Nein","00:02:00","12","01:06:21","01:08:24","484","496"
Laufen,2020-06-20 08:00:52,false,"Pliening - Laufen","5,37","320","00:34:08","169","188","170","188","6:22","5:58","2","2","0,92","0,0","5.834","Nein","00:02:00","7","00:34:01","00:34:23","500","506"
Laufen,2020-06-18 12:47:04,false,"Pliening - Locker laufen","3,59","188","00:23:24","149","170","166","176","6:31","5:54","2","4","0,92","0,0","3.908","Nein","00:00:32,4","6","00:23:05","00:25:19","499","505"
Laufbandtraining,2020-06-17 18:21:21,false,"Laufen","3,43","190","00:24:42","145","169","154","172","7:12","5:39","--","--","0,88","0,0","3.886","Nein","00:01:24,2","6","00:22:35","00:24:42","--","--"
Laufen,2020-06-16 17:03:51,false,"Pliening - Laufen","5,64","318","00:35:44","160","185","168","178","6:20","5:42","63","4","0,94","0,0","5.964","Nein","00:01:16,4","8","00:35:35","00:38:25","511","571"
Laufbandtraining,2020-06-14 15:07:58,false,"Laufen","10,02","403","01:08:59","136","154","150","167","6:53","5:55","--","--","0,97","0,0","10.392","Nein","00:00:42,6","13","01:06:51","01:09:23","--","--"
Laufen,2020-06-13 16:33:12,false,"Pliening - Laufen","5,44","316","00:33:17","169","200","168","184","6:07","5:12","6","4","0,97","0,0","5.620","Nein","00:02:00","7","00:33:10","00:33:17","498","508"
Laufen,2020-06-11 11:55:39,false,"Pliening - Locker laufen","3,71","214","00:25:34","154","177","162","174","6:54","0:53","6","6","0,90","0,0","4.170","Nein","00:01:25,6","6","00:25:14","00:27:55","498","505"
Laufen,2020-06-10 18:32:05,false,"Pliening - Laufen","3,64","195","00:22:17","161","187","160","184","6:07","4:58","4","4","1,01","0,0","3.712","Nein","00:01:16,1","6","00:22:05","00:23:05","489","496"
Laufen,2020-06-09 18:36:10,false,"Pliening - Laufen","4,58","260","00:26:18","177","205","171","190","5:45","4:58","4","4","1,02","0,0","4.564","Nein","00:00:08,1","7","00:25:57","00:26:18","499","505"
Laufbandtraining,2020-06-07 16:27:19,false,"Laufen","8,32","407","00:52:53","150","182","158","187","6:22","4:40","--","--","0,98","0,0","8.398","Nein","00:00:15,2","11","00:50:56","00:52:53","--","--"
Laufbandtraining,2020-06-06 17:14:24,false,"Laufen","5,35","257","00:33:41","146","168","160","167","6:17","5:37","--","--","0,99","0,0","5.398","Nein","00:02:00","7","00:33:24","00:35:46","--","--"
Laufen,2020-06-04 08:09:12,false,"Pliening - Locker laufen","3,64","210","00:23:47","164","193","160","205","6:32","4:20","2","2","0,96","0,0","3.942","Nein","00:01:01,0","6","00:23:44","00:24:59","503","508"
Laufen,2020-06-03 08:06:04,false,"Pliening - Laufen","3,66","223","00:24:50","166","185","164","178","6:47","6:15","4","2","0,89","0,0","4.112","Nein","00:01:23,7","6","00:24:43","00:24:50","504","509"
Laufen,2020-06-02 08:05:10,false,"Pliening - Laufen","3,71","218","00:24:16","164","189","164","184","6:32","4:59","2","2","0,93","0,0","4.040","Nein","00:01:22,9","6","00:24:13","00:25:26","499","505"
Laufen,2020-05-31 15:29:03,false,"Pliening - Laufen","6,91","392","00:44:36","163","186","167","180","6:27","5:19","4","6","0,92","0,0","7.546","Nein","00:02:00","9","00:44:23","00:44:57","496","504"
Laufbandtraining,2020-05-30 17:05:33,false,"Einstufungslauf","1,44","69","00:10:51","131","145","157","163","7:33","6:20","--","--","0,84","0,0","1.704","Nein","00:01:50,9","4","00:10:42","00:10:55","--","--"
Laufen,2020-05-28 11:17:25,false,"Pliening - Einstufungslauf","2,85","159","00:19:26","153","169","170","184","6:49","2:07","2","4","0,86","0,0","3.320","Nein","00:02:00","5","00:19:23","00:20:31","498","504"
Laufen,2020-05-20 16:11:04,false,"Pliening Laufen","0,40","23","00:02:34,2","160","170","167","176","6:23","6:13","2","--","0,94","0,0","438","Nein","--:--:--","1","00:02:34,2","00:02:34,2","491","494"
Laufen,2020-05-20 15:41:47,false,"Pliening Laufen","2,78","141","00:17:19","154","175","171","190","6:14","5:19","--","7","0,94","0,0","2.988","Nein","00:05:09,4","3","00:17:10","00:22:32","489","496"
Laufen,2020-05-16 17:59:17,false,"Pliening Laufen","10,16","580","01:00:34","176","206","176","210","5:58","4:50","12","16","0,95","0,0","10.708","Nein","00:00:56,3","11","01:00:20","01:03:26","482","495"
Laufen,2020-05-14 12:33:57,false,"Pliening Laufen","5,40","272","00:29:38","172","193","180","203","5:29","4:06","2","4","1,01","0,0","5.410","Nein","00:02:05,3","6","00:29:30","00:33:37","488","495"
Laufen,2020-05-13 19:34:42,false,"Pliening Laufen","0,33","15","00:04:40,5","95","107","87","120","14:14","10:54","--","--","0,80","0,0","446","Nein","--:--:--","1","00:04:26","00:04:40,5","508","508"
Laufbandtraining,2020-05-11 18:17:06,false,"Laufbandtraining","5,91","347","00:40:47","161","178","165","175","6:54","6:11","--","--","0,88","0,0","6.770","Nein","00:05:52,7","6","00:40:08","00:47:53","--","--"
Laufbandtraining,2020-05-10 18:53:51,false,"Einstufungslauf","1,48","70","00:09:00","148","180","175","199","6:06","4:37","--","--","0,93","0,0","1.580","Nein","00:02:00","3","00:08:48","00:09:00","--","--"
Laufen,2020-05-07 16:33:44,false,"Pliening - Tempolauf","10,17","545","01:04:46","169","200","160","210","6:22","4:41","13","13","0,97","0,0","10.716","Nein","00:03:04,9","14","01:04:33","01:07:29","492","506"
Laufen,2020-05-06 16:15:25,false,"Pliening - Supersätze","10,22","575","01:03:24","174","207","165","203","6:12","4:17","15","17","0,97","0,0","10.772","Nein","00:00:51,8","15","01:03:12","01:05:11","493","505"
Laufbandtraining,2020-05-04 20:09:14,false,"Locker laufen","4,83","291","00:32:40","165","194","166","176","6:46","5:24","--","--","0,89","0,0","5.442","Nein","00:05:23,6","5","00:32:30","00:32:40","--","--"
Laufbandtraining,2020-05-02 17:25:57,false,"Gleichmäßiger Lauf","11,27","643","01:17:40","171","202","164","186","6:54","4:52","--","--","0,88","0,0","12.894","Nein","00:03:46,4","12","01:16:27","01:27:17","--","--"
Laufbandtraining,2020-04-30 18:02:23,false,"Bergtraining","8,22","537","01:06:14","162","190","149","174","8:03","5:30","--","--","0,81","0,0","10.282","Nein","00:00:03,7","28","00:59:05","01:06:14","--","--"
Laufbandtraining,2020-04-29 18:11:28,false,"Wiederholungen mit Zielpace","7,05","462","00:51:36","172","208","149","196","7:19","3:27","--","--","0,86","0,0","8.080","Nein","00:02:23,4","12","00:44:01","00:51:36","--","--"
Laufen,2020-04-27 17:43:13,false,"Pliening - Locker laufen","5,36","288","00:38:16","152","173","168","186","7:09","4:12","4","2","0,84","0,0","6.460","Nein","00:03:47,7","6","00:37:47","00:38:23","499","506"
Laufen,2020-04-25 10:46:57,false,"Pliening Laufen","5,01","288","00:26:37","192","207","180","195","5:19","4:31","--","--","1,05","0,0","4.890","Nein","00:00:01,5","6","00:26:31","00:26:37","497","500"
Laufen,2020-04-25 10:22:26,false,"Pliening Laufen","2,22","118","00:16:48","140","167","164","200","7:34","6:54","--","2","0,80","0,0","2.808","Nein","00:01:39,8","3","00:16:40","00:17:11","500","505"
Laufen,2020-04-23 17:29:20,false,"Pliening - Tempolauf","7,34","418","00:46:35","171","200","157","196","6:21","4:36","6","6","1,03","0,0","7.628","Nein","00:00:50,5","11","00:43:56","00:57:12","485","495"
Laufen,2020-04-21 16:56:14,false,"Pliening - Supersätze","6,53","385","00:43:13","169","202","157","203","6:37","4:35","12","16","0,99","0,0","7.070","Nein","00:00:56,7","12","00:42:21","00:43:29","498","508"
